fn,words,first500
Indobit-A-NYT1994_1-500-436.txt,"[""artist"", ""musician"", ""composer""]","
 Alexei Haieff, a composer whose long life in music reached from Siberia to the
 United States and finally to Italy, died on Tuesday in San Camillo Hospital in
 Rome. He was 80.
 The cause was lung congestion and heart failure, hospital officials said.
 Mr. Haieff was an American citizen for 55 years and a prominent composer in New
 York life in the postwar era. He came to public attention again last year when
 ""Divertimento,"" a George Balanchine ballet for which he created the music, was
 revi"
Indobit-A-NYT2004_1001-1263-28.txt,"[""critic"", ""journalist"", ""music journalist"", ""music critic"", ""writer"", ""non-fiction writer""]","
 Greg Shaw, a rock-music enthusiast, journalist and record label proprietor who
 was a major force in the spread of underground music and fanzine publishing
 since the mid-1960's, died on Oct. 19 in Los Angeles, where he lived. He was 55.
 The cause was heart failure, said Suzy Shaw, his former wife and a partner in
 his record label, Bomp.
 A passionate historian, connoisseur and promoter of rough-hewn rock 'n' roll
 from the earliest days of garage rock and punk, Mr. Shaw founded and operated"
Indobit-A-NYT2006_501-1000-271.txt,"[""warrior"", ""astronaut"", ""bureaucrat"", ""military personnel"", ""official"", ""health professional"", ""civil servant"", ""physician"", ""military officer"", ""aviator""]","
 Charles E. Brady Jr., a former space shuttle astronaut and amateur radio
 enthusiast, died July 23 at his home in Oak Harbor, Wash., the National
 Aeronautics and Space Administration has reported. He was 54.
 A cause of death was not given, but an obituary published on the Web site of the
 American Radio Relay League said Dr. Brady, a former flight surgeon and captain
 in the Navy, had died after a lengthy illness.
 Selected by NASA as an astronaut in 1992, he flew aboard the shuttle Columbia"
Indobit-A-NYT2008_1-500-324.txt,"[""theoretical physicist"", ""theorist"", ""humanities scholar"", ""nuclear scientist"", ""physicist"", ""academic"", ""researcher"", ""faculty member"", ""teacher"", ""university teacher"", ""educator"", ""non-fiction writer"", ""scientist"", ""writer""]","
 John A. Wheeler, a visionary physicist and teacher who helped invent the theory
 of nuclear fission, gave black holes their name and argued about the nature of
 reality with Albert Einstein and Niels Bohr, died Sunday morning at his home in
 Hightstown, N.J.  He was 96.
 The cause was pneumonia, said his daughter Alison Wheeler Lahnston.
 Dr. Wheeler was a young, impressionable professor in 1939 when Bohr, the Danish
 physicist and his mentor, arrived  in the United States aboard  a ship from
"
Indobit-A-NYT1984_501-1000-73.txt,"[""warrior"", ""bureaucrat"", ""military personnel"", ""official"", ""civil servant"", ""military officer""]"," SAN ANTONIO, May 9
 Lieut. Gen. Barney M. Giles, who served as commander of the 20th Air Force in
 the Pacific in World War II and was knighted by King George VI of Britain, died
 Sunday at the Brooke Army Medical Center here. He was 91 years old.
 General Giles, who retired in 1946, was a World War I pilot. He earned several
 military decorations and promoted the development of long- range fighter
 aircraft.
 Officials said he was admitted to the hospital April 3 suffering from pneumonia.
 Gen"
Indobit-A-NYT2010_501-1000-212.txt,"[""journalist"", ""novelist"", ""non-fiction writer"", ""writer""]","
 Vance Bourjaily, a novelist whose literary career, like those of Norman Mailer
 and James Jones, emerged out of World War II and whose ambitious novels explored
 American themes for decades afterward, died on Tuesday in Greenbrae, Calif. He
 was 87.
 He died after slipping into a coma after a fall several days earlier, said his
 wife, Yasmin Mogul.
 Mr. Bourjaily (pronounced bor-ZHAY-lee) never achieved the top rank of
 recognition that was predicted for him after publication of his first nove"
Indobit-A-NYT2000_501-1000-9.txt,"[""art historian"", ""prehistorian"", ""humanities scholar"", ""cultural studies scholar"", ""anthropologist"", ""social scientist"", ""researcher"", ""historian"", ""archaeologist"", ""writer"", ""interdisciplinary scientist"", ""non-fiction writer"", ""scientist"", ""paleoanthropologist""]","
 Dr. Sherwood Larned Washburn, an anthropologist and pioneering primatologist who
 linked the evolution of human behavior traits to the actions of apes and
 monkeys, died on Sunday at a hospital near his home in Berkeley, Calif. He was
 88.
 Dr. Washburn was an emeritus professor of anthropology at the University of
 California at Berkeley, where he taught and worked from 1958 to 1978. He helped
 the university become a leader in primatology during his tenure with his study
 of baboon colonies "
Indobit-A-NYT2011 - Oct 1 - Dec 31-235.txt,"[""film actor"", ""manager"", ""screenwriter"", ""director"", ""artist"", ""writer"", ""actor""]","
 Dev Anand, a charismatic Bollywood actor and director who was known in his
 heyday for his striking good looks, died on Saturday in London. He was 88.
 The cause was a heart attack, his son, Suneil, said.
 Many of Mr. Anand's characters were fun-loving rogues; critics said he played
 essentially the same part. Still, he had one commercial hit after another and,
 on the basis of his looks, was called India's Gregory Peck. Among his best known
 films were ''Jewel Thief'' and ''Guide.''
 Devdutt "
Indobit-A-NYT1992_1501-2000-239.txt,"[""painter"", ""artist"", ""visual artist""]","
 Gerald Newman, the chief accountant for the McDonald's Corporation of Oak Brook,
 Ill., died Saturday on his way to a fund-raising event in Cleveland for the
 Ronald McDonald Children's Charities. He was 61 years old and lived in Highland
 Park, Ill.
 He died of a heart attack, the company said.
 A native of Chicago, Mr. Newman graduated from Roosevelt University in Chicago
 and joined the quick-service food chain in 1961. Holding successive management
 posts, he became vice president and cont"
Indobit-A-NYT2002_1001-1513-450.txt,"[""non-fiction writer"", ""biographer"", ""writer""]","
 Lucy Grealy, the poet and essayist who wrote a noted 1994 memoir, ""Autobiography
 of a Face,"" about her experience growing up with extreme facial disfigurement
 and repeated surgery to repair it, died at a friend's house in Manhattan on
 Wednesday night. She was 39.
 No cause of death was announced. Friends said she had been despondent over
 operations she underwent two years ago.
 Reviews of her memoir stressed that it was not simply a medical history or a cry
 of anguish but a distinguished "
Indobit-A-NYT1984_1-500-394.txt,"[""manager"", ""performer"", ""music director"", ""director"", ""composer"", ""conductor"", ""artist"", ""musician""]"," SANTA MONICA, Calif., March 28
 The composer-conductor Carmen Dragon, who for four decades made music on film,
 radio, television and records, died of cancer today. He was 69 years old.
 Mr. Dragon died at St. John's Hospital in Santa Monica, a spokesman, Mitchell
 Schneider, said.
 Mr. Dragon, whose son Daryl Dragon is half of the popular music team the Captain
 & Tennille, won an Academy Award with Morris Stoloff for scoring the 1944
 musical ''Cover Girl.'' In 1964 he won an Emmy for produci"
Indobit-A-NYT2003 - July 1 - Sep 30-90.txt,"[""inventor""]"," GENEVA, July 28
 Walter Zapp, the inventor of the Minox minicamera featured in spy movies, died
 on July 17 at his home in Binningen, in northern Switzerland. He was 97.
 His death was confirmed today by Thorsten Korteneier, a spokesman for Minox GmbH
 in Wetzlar, Germany.
 Mr. Zapp's invention, which fits in the palm of a hand and weighs less than a
 cigarette lighter, has been used in James Bond movies and other films, although
 he did not devise the camera with espionage in mind.
 More than "
Indobit-A-NYT2006_1001-1372-286.txt,"[""warrior"", ""film actor"", ""bureaucrat"", ""performer"", ""military personnel"", ""official"", ""civil servant"", ""television actor"", ""artist"", ""stage actor"", ""film maker"", ""voice actor"", ""military officer"", ""actor""]","
 Peter Boyle, who left the life of a monk to study acting and went on to become
 one of the most successful character actors of his time in films like ''Joe,''
 ''Young Frankenstein'' and ''Monster's Ball,'' then capped his career as the
 curmudgeonly father on the hit sitcom ''Everybody Loves Raymond,'' died on
 Tuesday evening in Manhattan. He was 71.
 His death was announced by his publicist, Jennifer Plante. She said Mr. Boyle,
 who lived in Manhattan, had suffered from multiple myeloma and"
Indobit-A-NYT1986_1-500-316.txt,"[""personal stylist""]","
 Philippe Guibourge, the French fashion designer who created the House of
 Chanel's first ready-to-wear line, died of chronic hepatitis March 7 in Paris.
 He was 54 years old.  Mr. Guibourge introduced the collection in 1977, six years
 after Coco Chanel's death.
 ''The clothes work,'' Bernadine Morris wrote in The New York Times. ''He not
 only kept the look, he kept the faith. The clothes are Chanel updated.'' At the
 time, Mr. Guibourge said, ''It was difficult to keep the look but not to re"
Indobit-A-NYT1997 - Jan 1 - March 31-211.txt,"[""singer"", ""artist"", ""vocalist"", ""musician""]","
 Chico Science, a songwriter and band leader who was widely hailed as the future
 of Brazilian music, died on Sunday after a car accident near the northeastern
 city of Recife, where he lived. He was 30.
 A local fire department spokesman said he died of injuries he received when his
 car was hit by another vehicle, which did not stop .
 Chico Science was a prime mover in a Brazilian artistic movement called
 ""mangue,"" for the mangrove swamps on which Recife, a poor city in the state of
 Pernam"
Indobit-A-NYT2012_501-1000-66.txt,"[""artist"", ""jazz musician"", ""musician"", ""composer""]","
 Yomo Toro, a force in New York's Latin music scene since the 1950s and a
 virtuosic left-handed player of the cuatro, a mandolinlike Puerto Rican
 instrument, died in the Bronx on Saturday. He was 78.
 The cause was kidney failure, said his friend Aurora Flores, a writer, publicist
 and musician.
 Salsa, a dance-band music that had room for singer-songwriter ambitions, jazz
 harmony and Cuban roots, moved its best instrumental soloists to the foreground
 in the '60s and '70s. On records with W"
Indobit-A-NYT2015- April 1 - June 30-81.txt,"[""journalist"", ""novelist"", ""non-fiction writer"", ""writer""]","
 Frederic Morton, who left Austria as a boy as his family fled from the Nazis and
 made a celebrated literary career in the United States, much of which involved
 observing his homeland and its history from a distance, has died in Vienna. He
 was 90.
 His daughter, Rebecca, his only immediate survivor, said Mr. Morton died in his
 sleep in a hotel room early Monday. He had traveled to Vienna, the city of his
 birth, where he was a frequent visitor and where his work was held in especially
 high"
Indobit-A-NYT1992_501-1000-230.txt,"[""researcher"", ""economist"", ""social scientist"", ""scientist""]","
 Harvey Joshua Levin, a professor of economics at Hofstra University and a
 consultant on antitrust and telecommunications matters, died at his home in
 Garden City, L.I., on Friday. He was 67 years old.
 He died of heart failure, his son said.
 Dr. Levin was an internationally known telecommunications expert who wrote
 extensively on the political dimensions of radio and television regulation and
 the implications of communications satellites.
 Dr. Levin, a native of New York City, earned a ba"
Indobit-A-NYT1995 - July 1 - Aug 31-103.txt,"[""film actor"", ""performer"", ""television actor"", ""artist"", ""stage actor"", ""actor""]","
 Harry Guardino, the tough-talking actor who supported himself by working at odd
 jobs before establishing a career in movies and television and on the stage,
 died yesterday at Desert Hospital in Palm Springs, Calif. He was 69.
 The cause was lung cancer, said Lee Snellings, Riverside County's supervising
 deputy coroner.
 Mr. Guardino co-starred with Cary Grant and Sophia Loren in ""Houseboat,"" the
 1958 film for which he won the Foreign Critics' Prize. He won a Golden Globe
 nomination as bes"
Indobit-A-NYT1983 - Jan 1 - March 31-283.txt,"[""performer"", ""manager"", ""music director"", ""director"", ""conductor"", ""artist"", ""biographer"", ""musician"", ""writer"", ""non-fiction writer""]","
 Sir Adrian Boult, who championed 20th-century British music in his long career
 as conductor of the BBC Symphony Orchestra and the London Philharmonic
 Orchestra, died yesterday at a nursing home in Kent, England. He was 93 years
 old and had been ill for some time.
 With a musical style marked by taste and precision, Mr. Boult was associated
 throughout his 60 years of conducting with most of the major musical
 institutions in England. He also became associated with the music of the major
 Br"
Indobit-A-NYT2009 - Jan 1 - March 31-43.txt,"[""actor"", ""artist"", ""comedian"", ""performer"", ""musician""]","
 NASHVILLE (AP) -- Jon Hager, who with his brother Jim performed in the musical
 comedy duo the Hager Twins on the television series ''Hee Haw,'' was found dead
 in his apartment here on Friday morning. He was 67.
 He apparently died in his sleep, said Sam Lovullo, who produced ''Hee Haw'' and
 was a friend of Mr. Hager. He had been in poor health and was depressed since
 Jim, his identical twin, died in May, Mr. Lovullo said.
 The twins were in the original cast of the show, which made its deb"
Indobit-A-NYT2000_501-1000-2.txt,"[""humanities scholar"", ""social scientist"", ""researcher"", ""theologian"", ""religious studies scholar"", ""biographer"", ""writer"", ""non-fiction writer"", ""scientist""]","
 Eberhard Bethge, a German Protestant theologian who helped to make his
 countryman Dietrich Bonhoeffer one of the most influential Protestant
 theologians of the mid-1900's, died on March 18 in the Bethge home in Wachtberg,
 a suburb of Bonn. He was 90.
 Pastor Bonhoeffer was involved in the unsuccessful plot to assassinate Hitler in
 1944, and Professor Bethge came under suspicion.
 Both theologians were imprisoned, and Pastor Bonhoeffer was hanged in 1945 for
 his part in the plot. Professor"
Indobit-A-NYT2003 - Jan 1 - March 31-272.txt,"[""politician""]"," NEW HAVEN, Conn., March 8
 Georges May, a professor of French language and literature who led Yale
 University as provost and dean of undergraduates during tumultuous times on
 campus, died here on Feb. 28. He was 82.
 The cause was complications of a heart condition, his family said.
 Dr. May, whose specialty was French literature of the 17th and 18th centuries,
 was an authority on Denis Diderot and Jean Jacques Rousseau. In 1971 he was made
 a chevalier in France's National Order of the Legi"
Indobit-A-NYT1989 - Sep 1 - Oct 31-198.txt,"[""critic"", ""journalist"", ""music journalist"", ""manager"", ""performer"", ""music director"", ""director"", ""composer"", ""conductor"", ""artist"", ""music critic"", ""musician"", ""writer"", ""non-fiction writer""]","
 Virgil Thomson, whose homespun, subtly sophisticated compositions and witty but
 trenchant criticism made him a central figure in American intellectual life for
 55 years, died early yesterday in his suite at the Chelsea Hotel in Manhattan.
 He was 92 years old, and his health had been in decline for several months.
 As a composer, Mr. Thomson is best known for two operas to texts written by his
 longtime friend Gertrude Stein: ''Four Saints in Three Acts'' (1934), which
 earned him a distinct"
Indobit-A-NYT2000_1001-1500-23.txt,"[""bureaucrat"", ""civil servant"", ""diplomat"", ""politician""]"," JERUSALEM, Aug. 13
 Eliahu Ben-Elissar, a right-wing politician who helped negotiate Israel's peace
 treaty with Egypt and later served as ambassador to Egypt, the United States and
 France, died Saturday in Paris. He was 68.
 Mr. Ben-Elissar died of cardiac arrest, the Foreign Ministry said.
 He had been the ambassador to Paris until he and some other right-wing diplomats
 were recalled this month by Prime Minister Ehud Barak, and had been preparing to
 return to Israel.
 Although Mr. Ben-Elis"
Indobit-A-NYT2003 - Oct 1 - Dec 31-134.txt,"[""artist"", ""manager"", ""screenwriter"", ""director"", ""writer""]"," LOS ANGELES, Nov. 5
 Robert Guenette, an Emmy Award-winning documentarian whose work, which included
 ""They've Killed President Lincoln,"" was filled with reenactments that appeared
 to be filmed by on-the-scene news crews, died on Friday in Los Angeles. He was
 68.
 The cause was brain cancer.
 Mr. Guenette, who was the writer, editor, director and producer of hundreds of
 hours of documentaries, was also a founder of the International Documentary
 Association and of the Los Angeles Media and E"
Indobit-A-NYT2003 - July 1 - Sep 30-45.txt,"[""performer"", ""composer"", ""vocal composer"", ""singer"", ""artist"", ""instrumentalist"", ""vocalist"", ""musician"", ""writer"", ""poet"", ""songwriter"", ""lyricist""]","
 Compay Segundo, the salty Cuban singer and guitarist who rose to global fame in
 his 90's as the eldest of the elder musical statesmen featured on the album and
 film ""Buena Vista Social Club,"" died on Sunday at his home in Havana, an
 official at his record company in Spain said. He was 95.
 Mr. Segundo was the most accomplished of the dozen or so Cuban musicians
 gathered in Havana in 1996 by the American producer Ry Cooder for a recording
 session meant to recapture the lost music of Havana"
Indobit-A-NYT1990_July to December_501-1000-149.txt,"[""coach"", ""basketball coach"", ""basketball player""]","
 Ed Sadowski, who led Seton Hall to its only undefeated season, in 1940, then
 became a standout in the early years of the National Basketball Association,
 died of cancer on Tuesday at his home in Wall, N.J. He was 73 years old.
 Mr. Sadowski played for the Detroit Eagles and the Fort Wayne Pistons of the old
 National Basketball League before splitting the N.B.A.'s first season, 1946-47,
 with the Cleveland Rebels and the Toronto Huskies.
 His next season, with the Boston Celtics, he was the "
Indobit-A-NYT2013- Jan 1 - March 31-75.txt,"[""journalist"", ""novelist"", ""non-fiction writer"", ""writer""]","
 Dolores Prida, a Cuban-born journalist and playwright who wrote candidly and
 wittily about local and national politics, romance and other personal matters,
 and the joys and vexations of the Hispanic experience in America, died early
 Sunday in Manhattan. She was 69.
 Ms. Prida was returning to her home in Spanish Harlem from a Saturday night
 party celebrating the 20th anniversary of a women's group she belonged to when
 she began feeling ill, her sister Lourdes Diharce said. Ms. Diharce acc"
Indobit-A-NYT2001 - Jan 1 - March 31-10.txt,"[""golfer""]","
 Lionel Hebert, who joined with Jay Hebert to form one of golf's leading brother
 combinations, each of them winners of the P.G.A. Championship, died on Saturday
 at his home in Lafayette, La. He was 72.
 He had congestive heart failure, diabetes and kidney problems, his wife, Clara
 Belle, said.
 From the mid-1950's to the mid-1970's, Lionel and Jay Hebert (pronounced
 A-bear), Louisiana natives, were leading players on the PGA Tour. Lionel won the
 St. Petersburg Open (1956), the Tucson Open "
Indobit-A-NYT1998_1001-1500-409.txt,"[""gridiron football player"", ""American football player""]","
 Bulldog Turner, the Chicago Bears Hall of Fame center and linebacker who played
 on four National Football League championship teams in the 1940's, died Friday
 at home in Gatesville, Tex. He was 79.
 Turner, who served as head coach of the New York Titans, the Jets' forerunners,
 in 1962, had been suffering from lung cancer, his family said.
 In an era when the Bears of George Halas were known as the Monsters of the
 Midway, players were expected to be versatile as well as rugged. Turner, an
"
Indobit-A-NYT2012_501-1000-416.txt,"[""coach"", ""basketball coach"", ""basketball player""]","
 Slater Martin, the Hall of Fame guard whose playmaking and defensive brilliance
 helped take the Minneapolis Lakers to four N.B.A. championship in the league's
 first decade, died Thursday in Houston. He was 86.
 His death was announced by the University of Texas, for whom he starred in the
 1940s.
 In the era before the 24-second shot clock, the Lakers dominated pro basketball
 behind the N.B.A.'s biggest attraction, center George Mikan. Their front line
 also featured the rugged Vern Mikkels"
Indobit-A-NYT1997 - April 1 - June 30-107.txt,"[""aviator"", ""politician""]"," NEW DELHI, April 20
 Biju Patnaik, one of the most prominent survivors of the generation of Indian
 leaders who took part in the independence struggle against Britain, died here on
 Thursday. He was 81.
 Mr. Patnaik twice served as Chief Minister of Orissa, a state in eastern India
 with a population of more than 30 million people from 1961 to 1963, when he was
 credited with steps that began its industrialization, and again from 1990 to
 1995.
 But his reputation in India rested less on his pe"
Indobit-A-NYT2011-July 1 - Sep 30-165.txt,"[""businessperson"", ""entrepreneur""]","
 Claudio Castiglioni, a motorcycle enthusiast who resurrected the struggling
 Italian brands Ducati and MV Agusta and developed exciting new models like the
 Ducati 916 and the MV Agusta F4, died on Wednesday in Varese, Italy. He was 64.
 MV Agusta, the company he acquired in 1991, announced his death. The cause was
 not given, but Mr. Castiglioni had been ill with cancer.
 An executive with Cagiva, his family's metalworking company, Mr. Castiglioni had
 a passion for fast, beautiful bikes that"
Indobit-A-NYT1980_501-904-346.txt,"[""screenwriter"", ""writer""]","
 Lesser Samuels, who received Academy Award nominations for two screenplays, died
 yesterday at a nursing home in Winchester, Mass. He was 86 years old and had
 resided in Belmont, Mass., since 1975.
 Mr. Samuels's screen credits extended from ''I Can Take It,'' starring Jessie
 Matthews and made in England, in 1936, to ''The Silver Chalice,'' in which Paul
 Newman made his screen debut, in 1954.
 He received Academy Award nominations for ''No Way Out,'' starring Sidney
 Poitier and Richard Wid"
Indobit-A-NYT2001 - April 1 - June 30-85.txt,"[""manager"", ""screenwriter"", ""director"", ""artist"", ""film maker"", ""visual artist"", ""writer"", ""painter""]"," ROME, April 22
 Giacomo Gentilomo, who directed a series of popular sword-and-sandal movies in
 the 1950's and 60's, died on Monday.
 He was 92.
 Mr. Gentilomo's movies included the 1961 ""Goliath and the Vampires"" and the 1964
 ""Hercules Against the Moon Men,"" featuring the lead character in a fight against
 lunar monsters holding human captives.
 Born in Trieste, Mr. Gentilomo was a movie critic, screenwriter and assistant
 director before making his first feature film, ""Rome Symphonies,"" in 1"
Indobit-A-NYT1984_1001-1500-231.txt,"[""actor"", ""artist"", ""novelist"", ""writer""]","
 Julian Mayfield, a black American novelist, playwright and actor, died of heart
 complications on Saturday at the Seventh Day Adventist Hospital in Takoma Park,
 Md. He was 56 years old and a resident of Washington.
 Following a Broadway debut in 1949 at age 21, Mr. Mayfield became a prominent
 novelist and playwright in the 1950's. In the 1960's, his advocacy of black
 power led to two self-imposed exiles, first in Ghana where he wrote speeches for
 President Kwame Nkrumah, and then in Guyana"
Indobit-A-NYT1984_1501-1563-13.txt,"[""music educator"", ""singer"", ""artist"", ""researcher"", ""opera singer"", ""educationalist"", ""musician"", ""vocalist"", ""scientist""]","
 Judith Raskin, the American lyric soprano famed for her voice and musicianship,
 died of cancer yesterday at Beth Israel Hospital. She was 56 years old and lived
 in New York City.
 As a leading singer with the New York City Opera, and then at the Metropolitan
 Opera from 1962 to 1972, Miss Raskin was hailed as one of the finest artists of
 her time. She had a voice that critics constantly referred to as ''ravishing.''
 Combined with the beauty of her sound was a high order of musicianship. In"
Indobit-A-NYT2010_501-1000-86.txt,"[""actor"", ""artist"", ""stage actor"", ""performer"", ""film actor""]","
 Larry Keith, a veteran television and stage actor who was in the original cast
 of the soap opera ''All My Children'' and who was also the first American to
 play Henry Higgins in ''My Fair Lady'' on Broadway, died on July 17 in
 Manhattan. He was 79 and a Manhattan resident.
 The cause was cancer, his daughter, Lisa Korn, said.
 Originally trained as a singer, Mr. Keith appeared in more than a half-dozen
 Broadway shows, including the musicals ''Caroline, or Change'' (2004) and
 ''Titanic'' ("
Indobit-A-NYT2004_501-1000-217.txt,"[""medical specialist"", ""chemist"", ""health professional"", ""academic"", ""researcher"", ""radiologist"", ""faculty member"", ""physician"", ""teacher"", ""university teacher"", ""educator"", ""scientist""]","
 Dr. Edward J. Hoffman, a scientist whose early research in medical imaging
 helped create the positron emission tomography scanner, used to detect cancers
 and other diseases, died July 1 at U.C.L.A. Medical Center in Los Angeles. He
 was 62 and lived in Los Angeles.
 The cause was liver cancer, said his wife of 33 years, Carolyn G. Hoffman.
 Dr. Hoffman, who taught at U.C.L.A.'s school of medicine, began his research in
 the 1970's at Washington University in St. Louis. Working with Michael E"
Indobit-A-NYT1998_1-500-139.txt,"[""construction worker"", ""designer"", ""artist"", ""visual artist"", ""painter"", ""builder""]","
 Victor Pasmore, painter, printmaker, educator and for more than 50 years a
 volatile but invaluable figure in the British art world, died on Jan. 22 at his
 home on the island of Malta. He was 87.
 Mr. Pasmore lived the successive adventures of contemporary art and added
 something of his own to almost all of them. A pioneer of informal abstraction in
 1934, he shifted his ground in 1936 and began to paint from nature and from the
 living model. In 1937, with William Coldstream and Claude Roge"
Indobit-A-NYT1996_501-1000-385.txt,"[""actor"", ""artist""]"," SEATTLE, June 12
 Hugh Burnton Mitchell, a New Deal Democrat who served Washington State in both
 houses of Congress half a century ago, died on Monday night at a nursing home
 here. He was 89.
 Mr. Mitchell was still in his mid-20's when, in the early 1930's, he became
 chief of staff to Monrad Wallgren, who represented the state for a dozen years
 in the Senate after two years in the House. When Mr. Wallgren was elected
 Governor in 1944, he chose Mr. Mitchell to fill his unexpired Senate ter"
Indobit-A-NYT1999 - April 1 - June 30-346.txt,"[""businessperson"", ""entrepreneur"", ""manager"", ""banker""]","
 Henry Grunfeld, a refugee from Nazi Germany who helped his fellow expatriate
 Siegmund G. Warburg build an investment banking empire that transformed the
 British financial world after World War II, died Thursday. He was 95.
 Mr. Grunfeld was a senior adviser to Warburg Dillon Read, the successor firm to
 S. G. Warburg. Until the day before his death, he reported daily for work at the
 firm's headquarters in London.
 He told The Financial Times shortly after his 90th birthday that he continued"
Indobit-A-NYT1984_1001-1500-71.txt,"[""actor"", ""artist""]","
 Jennifer Kendal, an English stage and screen actress who was seen by American
 audiences most recently in the 1983 film ''Heat and Dust,'' died in London on
 Sept. 6 after a long illness. She was 50 years old.
 Miss Kendal was a member of one of Britain's famous acting families, which
 included her father, Geoffrey Kendal; mother, Laura Liddell, and sister,
 Felicity Kendal. The Kendal family, which toured all over India in the 1950's
 performing the entire Shakespeare repertory, served as the"
Indobit-A-NYT2014_1-500-236.txt,"[""bureaucrat"", ""diplomat"", ""civil servant""]","
 Samuel W. Lewis, a former American ambassador to Israel, whose tenure spanned
 the administrations of Jimmy Carter and Ronald Reagan and the delicate
 negotiations between Israel and Egypt that led to the Camp David accords, died
 on March 10 at his home in McLean, Va. He was 83.
 The cause was lung cancer, his son, Richard, said.
 Mr. Lewis had diplomatic posts in Italy, Brazil and Afghanistan, but the
 highlight was his tenure in Tel Aviv, from 1977 to 1985 -- an uncommonly long
 run for an "
Indobit-A-NYT2014_1-500-172.txt,"[""producer"", ""manager"", ""entrepreneur"", ""record producer"", ""director"", ""composer"", ""businessperson"", ""artist"", ""talent manager"", ""musician""]","
 Marty Thau, a music executive who was a catalyst for some of the most
 influential rock acts of New York in the 1970s, including the New York Dolls,
 the Ramones and Suicide, died on Feb. 13 in Richmond, Va. He was 75.
 The cause was complications of renal failure, his daughter, Leslie Bernard,
 said. He lived in Petersburg, Va.
 Beginning in 1972, Mr. Thau (rhymes with ''vow'') helped manage the New York
 Dolls, who introduced a trashy grandeur to the downtown rock scene that
 developed into "
Indobit-A-NYT1988_501-1000-379.txt,"[""coach"", ""horse trainer""]"," LONDON, July 9
 Barbara Woodhouse, the dog trainer whose teaching methods and kindly manner made
 her an international celebrity, died today, relatives said. She was 78 years
 old.
 Her family said she died in a hospital in Buckinghamshire, northwest of London,
 having suffered a second stroke a month ago. She had a first stroke in 1984.
 ''We shall miss her very much but she had been very ill for some time,'' Mrs.
 Woodhouse's son, Patrick, said today.
 In the 1970's and early 1980's, millions"
Indobit-A-NYT2015- July 1 - Sep 30-102.txt,"[""performer"", ""keyboardist"", ""academic"", ""instrumentalist"", ""artist"", ""faculty member"", ""researcher"", ""musician"", ""educationalist"", ""teacher"", ""university teacher"", ""educator"", ""scientist""]","
 Ivan Moravec, a Czech pianist who earned a reputation as one of the greatest
 interpreters of Chopin largely through recordings that had penetrated the Iron
 Curtain, died on Monday in Prague. He was 84.
 His death, in a hospital where he had been treated for pneumonia, was confirmed
 by Jan Hancil, rector of the Academy of Performing Arts in Prague, where Mr.
 Moravec (pronounced mora-VETZ) taught.
 Mr. Moravec, who studied in master classes with Arturo Benedetti Michelangeli,
 the Italian cl"
Indobit-A-NYT2001 - April 1 - June 30-218.txt,"[""humanities scholar"", ""researcher"", ""scientist"", ""philosopher""]","
 Howard Kahane, a philosopher who sought to rid logic of its strict mathematical
 connotations, making it instead a tool for assessing the truthfulness of
 anything, including political statements, advertisements and school textbooks,
 died on May 2 in Mill Valley, Calif. He was 73.
 He died after a heart attack, said Prof. Alan Hausman of Hunter College.
 A former professor of philosophy at Baruch College in New York, Dr. Kahane
 published his best-known work, ""Logic and Contemporary Rhetoric:"
Indobit-A-NYT1995 - March 1 - April 30-165.txt,"[""naturalist"", ""humanities scholar"", ""chemist"", ""interdisciplinary scientist"", ""researcher"", ""historian"", ""biologist"", ""writer"", ""biochemist"", ""non-fiction writer"", ""scientist""]"," LONDON, March 26
 Joseph Needham, an extraordinarily prolific British biochemist and scientific
 historian who spent decades researching, writing and editing a monumental
 history of scientific development in China, died on Friday. He was 94 years old
 and lived in Cambridge.
 His death was announced yesterday by Gonville and Caius College at Cambridge
 University, with which he was associated for 70 years. The cause of death was
 not announced.
 Dr. Needham was a lecturer, professor and author"
Indobit-A-NYT2009 - April 1 - June 30-84.txt,"[""social scientist"", ""health professional"", ""researcher"", ""psychologist"", ""writer"", ""mental health professional"", ""scientist""]","
 Hans Holzer, whose investigations into the paranormal took him to haunted houses
 all over the world, most notably the Long Island house that inspired ''The
 Amityville Horror,'' died on Sunday at his home in Manhattan. He was 89.
 The death was confirmed by his daughter Alexandra Holzer.
 Mr. Holzer -- who wrote more than 140 books on ghosts, the afterlife,
 witchcraft, extraterrestrial beings and other phenomena associated with the
 realm he called ''the other side'' -- carried out his most "
Indobit-A-NYT1993 - May 1 - June 30-107.txt,"[""rabbi"", ""religious servant"", ""religious leader""]"," PARIS, May 16
 Meyer Jais, grand rabbi of Paris for nearly a quarter century before his
 retirement in 1979, has died, Jewish religious officials said today. He was 86.
 The cause of Rabbi Jais's death Saturday at the Necker Hospital in Paris was not
 disclosed.
 Born in 1907 in Algeria, then controlled by France, he left North Africa at age
 13. He studied at France's chief rabbinical college and received a degree from
 the Sorbonne.
 From 1933-38, he served as rabbi at Hagenau near the German"
